Country;Country_code;Who_region;Wb_income;Year;Month;Agegroup;Deaths;
Syrian Arab Republic;SYR;EMR;LIC;2021;4;5_14;0;
Syrian Arab Republic;SYR;EMR;LIC;2021;9;15_64;149;
Syrian Arab Republic;SYR;EMR;LIC;2021;3;0_4;0;
Saint Lucia;LCA;AMR;UMC;2021;12;15_64;;
Syrian Arab Republic;SYR;EMR;LIC;2021;3;5_14;0;
Syrian Arab Republic;SYR;EMR;LIC;2021;4;65+;11;
Syrian Arab Republic;SYR;EMR;LIC;2021;10;0_4;0;
Syrian Arab Republic;SYR;EMR;LIC;2021;1;15_64;8;
American Samoa;ASM;WPR;HIC;2021;2;5_14;;
Turkey;TUR;EUR;UMC;2021;12;15_64;1249;
Samoa;WSM;WPR;LMC;2021;5;65+;;
American Samoa;ASM;WPR;HIC;2021;11;0_4;;
American Samoa;ASM;WPR;HIC;2021;11;15_64;;
American Samoa;ASM;WPR;HIC;2021;7;65+;;
American Samoa;ASM;WPR;HIC;2021;8;0_4;;
American Samoa;ASM;WPR;HIC;2021;12;15_64;;
American Samoa;ASM;WPR;HIC;2021;11;5_14;;
American Samoa;ASM;WPR;HIC;2021;8;15_64;;
American Samoa;ASM;WPR;HIC;2021;10;65+;;
American Samoa;ASM;WPR;HIC;2021;12;65+;;
American Samoa;ASM;WPR;HIC;2021;11;65+;;
American Samoa;ASM;WPR;HIC;2021;8;5_14;;
American Samoa;ASM;WPR;HIC;2021;12;0_4;;
American Samoa;ASM;WPR;HIC;2021;8;65+;;
American Samoa;ASM;WPR;HIC;2021;12;5_14;;
Samoa;WSM;WPR;LMC;2021;10;0_4;;
Samoa;WSM;WPR;LMC;2021;9;65+;;
Samoa;WSM;WPR;LMC;2021;11;65+;;
American Samoa;ASM;WPR;HIC;2021;7;0_4;;
American Samoa;ASM;WPR;HIC;2021;7;5_14;;
American Samoa;ASM;WPR;HIC;2021;10;15_64;;
American Samoa;ASM;WPR;HIC;2021;10;5_14;;
American Samoa;ASM;WPR;HIC;2021;2;0_4;;
American Samoa;ASM;WPR;HIC;2021;2;65+;;
American Samoa;ASM;WPR;HIC;2021;4;5_14;;
American Samoa;ASM;WPR;HIC;2021;5;65+;;
American Samoa;ASM;WPR;HIC;2021;3;0_4;;
American Samoa;ASM;WPR;HIC;2021;3;15_64;;
American Samoa;ASM;WPR;HIC;2021;5;15_64;;
American Samoa;ASM;WPR;HIC;2021;6;0_4;;
Samoa;WSM;WPR;LMC;2021;9;15_64;;
American Samoa;ASM;WPR;HIC;2021;3;5_14;;
American Samoa;ASM;WPR;HIC;2021;6;15_64;;
American Samoa;ASM;WPR;HIC;2021;6;5_14;;
American Samoa;ASM;WPR;HIC;2021;4;0_4;;
American Samoa;ASM;WPR;HIC;2021;4;15_64;;
American Samoa;ASM;WPR;HIC;2021;10;0_4;;
American Samoa;ASM;WPR;HIC;2021;6;65+;;
American Samoa;ASM;WPR;HIC;2021;7;15_64;;
American Samoa;ASM;WPR;HIC;2021;4;65+;;
American Samoa;ASM;WPR;HIC;2021;3;65+;;
Samoa;WSM;WPR;LMC;2021;5;15_64;;
Samoa;WSM;WPR;LMC;2021;10;65+;;
Samoa;WSM;WPR;LMC;2021;10;15_64;;
Samoa;WSM;WPR;LMC;2021;2;65+;;
Samoa;WSM;WPR;LMC;2021;1;0_4;;
Samoa;WSM;WPR;LMC;2021;7;65+;;
Samoa;WSM;WPR;LMC;2021;2;5_14;;
Samoa;WSM;WPR;LMC;2021;6;0_4;;
Samoa;WSM;WPR;LMC;2021;2;0_4;;
Samoa;WSM;WPR;LMC;2021;12;5_14;;
Samoa;WSM;WPR;LMC;2021;5;5_14;;
Samoa;WSM;WPR;LMC;2021;1;65+;;
Samoa;WSM;WPR;LMC;2021;12;0_4;;
Samoa;WSM;WPR;LMC;2021;5;0_4;;
Samoa;WSM;WPR;LMC;2021;1;5_14;;
Samoa;WSM;WPR;LMC;2021;11;15_64;;
Samoa;WSM;WPR;LMC;2021;1;15_64;;
Samoa;WSM;WPR;LMC;2021;6;65+;;
Samoa;WSM;WPR;LMC;2021;6;5_14;;
Samoa;WSM;WPR;LMC;2021;6;15_64;;
Samoa;WSM;WPR;LMC;2021;8;65+;;
Samoa;WSM;WPR;LMC;2021;2;15_64;;
Samoa;WSM;WPR;LMC;2021;3;0_4;;
Samoa;WSM;WPR;LMC;2021;10;5_14;;
Samoa;WSM;WPR;LMC;2021;7;15_64;;
Samoa;WSM;WPR;LMC;2021;9;5_14;;
Samoa;WSM;WPR;LMC;2021;4;65+;;
Samoa;WSM;WPR;LMC;2021;9;0_4;;
Samoa;WSM;WPR;LMC;2021;4;5_14;;
Samoa;WSM;WPR;LMC;2021;8;5_14;;
Samoa;WSM;WPR;LMC;2021;12;65+;;
Samoa;WSM;WPR;LMC;2021;4;0_4;;
Samoa;WSM;WPR;LMC;2021;8;15_64;;
Samoa;WSM;WPR;LMC;2021;8;0_4;;
Samoa;WSM;WPR;LMC;2021;3;65+;;
Samoa;WSM;WPR;LMC;2021;7;5_14;;
Samoa;WSM;WPR;LMC;2021;11;5_14;;
Samoa;WSM;WPR;LMC;2021;3;5_14;;
Samoa;WSM;WPR;LMC;2021;7;0_4;;
Samoa;WSM;WPR;LMC;2021;11;0_4;;
Samoa;WSM;WPR;LMC;2021;3;15_64;;
Samoa;WSM;WPR;LMC;2021;4;15_64;;
Samoa;WSM;WPR;LMC;2021;12;15_64;;
Turkey;TUR;EUR;UMC;2021;6;15_64;823;
Turks and Caicos Islands;TCA;AMR;HIC;2021;6;65+;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;3;15_64;1;
Saint Helena;SHN;AFR;;2021;10;65+;;
San Marino;SMR;EUR;HIC;2021;1;0_4;;
San Marino;SMR;EUR;HIC;2021;8;0_4;;
San Marino;SMR;EUR;HIC;2021;5;5_14;;
Saint Helena;SHN;AFR;;2021;11;65+;;
San Marino;SMR;EUR;HIC;2021;7;5_14;;
San Marino;SMR;EUR;HIC;2021;5;0_4;;
San Marino;SMR;EUR;HIC;2021;7;0_4;;
San Marino;SMR;EUR;HIC;2021;4;15_64;;
San Marino;SMR;EUR;HIC;2021;3;15_64;;
San Marino;SMR;EUR;HIC;2021;2;15_64;;
San Marino;SMR;EUR;HIC;2021;1;15_64;;
Uganda;UGA;AFR;LIC;2021;12;65+;;
Uganda;UGA;AFR;LIC;2021;12;5_14;;
Uganda;UGA;AFR;LIC;2021;12;15_64;;
Uganda;UGA;AFR;LIC;2021;11;65+;;
Uganda;UGA;AFR;LIC;2021;11;5_14;;
Saint Helena;SHN;AFR;;2021;12;15_64;;
San Marino;SMR;EUR;HIC;2021;5;65+;;
San Marino;SMR;EUR;HIC;2021;9;0_4;;
San Marino;SMR;EUR;HIC;2021;1;65+;;
San Marino;SMR;EUR;HIC;2021;9;15_64;;
San Marino;SMR;EUR;HIC;2021;3;0_4;;
San Marino;SMR;EUR;HIC;2021;4;65+;;
San Marino;SMR;EUR;HIC;2021;12;5_14;;
San Marino;SMR;EUR;HIC;2021;6;65+;;
San Marino;SMR;EUR;HIC;2021;2;5_14;;
San Marino;SMR;EUR;HIC;2021;3;65+;;
San Marino;SMR;EUR;HIC;2021;11;15_64;;
Uganda;UGA;AFR;LIC;2021;10;65+;;
Saint Helena;SHN;AFR;;2021;11;0_4;;
San Marino;SMR;EUR;HIC;2021;2;0_4;;
Saint Helena;SHN;AFR;;2021;9;15_64;;
San Marino;SMR;EUR;HIC;2021;2;65+;;
San Marino;SMR;EUR;HIC;2021;10;15_64;;
San Marino;SMR;EUR;HIC;2021;6;0_4;;
San Marino;SMR;EUR;HIC;2021;1;5_14;;
Saint Helena;SHN;AFR;;2021;11;5_14;;
Saint Helena;SHN;AFR;;2021;9;5_14;;
San Marino;SMR;EUR;HIC;2021;6;5_14;;
San Marino;SMR;EUR;HIC;2021;12;65+;;
Uganda;UGA;AFR;LIC;2021;11;0_4;;
Uganda;UGA;AFR;LIC;2021;10;5_14;;
Uganda;UGA;AFR;LIC;2021;9;65+;;
Uganda;UGA;AFR;LIC;2021;5;0_4;0;
Uganda;UGA;AFR;LIC;2021;1;5_14;0;
Uganda;UGA;AFR;LIC;2021;3;0_4;0;
Uganda;UGA;AFR;LIC;2021;9;5_14;;
Uganda;UGA;AFR;LIC;2021;4;0_4;0;
Uganda;UGA;AFR;LIC;2021;1;65+;0;
Uganda;UGA;AFR;LIC;2021;9;15_64;;
Uganda;UGA;AFR;LIC;2021;3;15_64;0;
Svalbard and Jan Mayen;SJM;EUR;;2021;11;0_4;;
Uganda;UGA;AFR;LIC;2021;1;15_64;0;
Svalbard and Jan Mayen;SJM;EUR;;2021;11;65+;;
Uganda;UGA;AFR;LIC;2021;7;0_4;0;
Uganda;UGA;AFR;LIC;2021;1;0_4;0;
Svalbard and Jan Mayen;SJM;EUR;;2021;7;15_64;;
Uganda;UGA;AFR;LIC;2021;6;5_14;0;
Uganda;UGA;AFR;LIC;2021;6;0_4;0;
Uganda;UGA;AFR;LIC;2021;3;5_14;0;
Uganda;UGA;AFR;LIC;2021;2;15_64;0;
Uganda;UGA;AFR;LIC;2021;8;0_4;0;
Uganda;UGA;AFR;LIC;2021;4;15_64;0;
Uganda;UGA;AFR;LIC;2021;7;65+;0;
Uganda;UGA;AFR;LIC;2021;10;0_4;;
Uganda;UGA;AFR;LIC;2021;7;15_64;0;
Uganda;UGA;AFR;LIC;2021;8;15_64;0;
Uganda;UGA;AFR;LIC;2021;12;0_4;;
Uganda;UGA;AFR;LIC;2021;6;65+;0;
Uganda;UGA;AFR;LIC;2021;7;5_14;0;
Uganda;UGA;AFR;LIC;2021;11;15_64;;
Uganda;UGA;AFR;LIC;2021;9;0_4;;
Uganda;UGA;AFR;LIC;2021;6;15_64;0;
Uganda;UGA;AFR;LIC;2021;10;15_64;;
Uganda;UGA;AFR;LIC;2021;5;5_14;0;
Uganda;UGA;AFR;LIC;2021;5;15_64;0;
Uganda;UGA;AFR;LIC;2021;8;65+;0;
Uganda;UGA;AFR;LIC;2021;4;5_14;0;
Uganda;UGA;AFR;LIC;2021;4;65+;0;
Uganda;UGA;AFR;LIC;2021;8;5_14;0;
Uganda;UGA;AFR;LIC;2021;3;65+;0;
Uganda;UGA;AFR;LIC;2021;5;65+;0;
Svalbard and Jan Mayen;SJM;EUR;;2021;11;5_14;;
San Marino;SMR;EUR;HIC;2021;7;15_64;;
San Marino;SMR;EUR;HIC;2021;10;65+;;
Angola;AGO;AFR;LMC;2021;8;5_14;;
Angola;AGO;AFR;LMC;2021;8;0_4;;
Angola;AGO;AFR;LMC;2021;7;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;4;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;5;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;1;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;5;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;1;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;6;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;1;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;6;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;4;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;1;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;2;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;6;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;5;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;2;15_64;;
Angola;AGO;AFR;LMC;2021;9;0_4;;
Angola;AGO;AFR;LMC;2021;9;5_14;;
Ukraine;UKR;EUR;UMC;2021;3;5_14;3;
Ukraine;UKR;EUR;UMC;2021;5;15_64;1562;
Ukraine;UKR;EUR;UMC;2021;11;0_4;3;
Ukraine;UKR;EUR;UMC;2021;7;65+;317;
Ukraine;UKR;EUR;UMC;2021;1;5_14;0;
Ukraine;UKR;EUR;UMC;2021;2;65+;2348;
Ukraine;UKR;EUR;UMC;2021;9;65+;2246;
Ukraine;UKR;EUR;UMC;2021;7;15_64;154;
Ukraine;UKR;EUR;UMC;2021;1;15_64;1087;
Ukraine;UKR;EUR;UMC;2021;9;5_14;1;
Svalbard and Jan Mayen;SJM;EUR;;2021;2;5_14;;
Ukraine;UKR;EUR;UMC;2021;4;15_64;2916;
Ukraine;UKR;EUR;UMC;2021;9;0_4;2;
Ukraine;UKR;EUR;UMC;2021;4;0_4;3;
Ukraine;UKR;EUR;UMC;2021;8;65+;548;
Ukraine;UKR;EUR;UMC;2021;2;5_14;0;
Ukraine;UKR;EUR;UMC;2021;8;5_14;0;
Ukraine;UKR;EUR;UMC;2021;2;0_4;1;
Ukraine;UKR;EUR;UMC;2021;5;5_14;1;
Ukraine;UKR;EUR;UMC;2021;1;65+;2578;
Ukraine;UKR;EUR;UMC;2021;1;0_4;0;
San Marino;SMR;EUR;HIC;2021;3;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;10;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;3;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;9;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;4;65+;;
San Marino;SMR;EUR;HIC;2021;7;65+;;
San Marino;SMR;EUR;HIC;2021;11;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;10;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;10;65+;;
San Marino;SMR;EUR;HIC;2021;6;15_64;;
San Marino;SMR;EUR;HIC;2021;11;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;7;0_4;;
San Marino;SMR;EUR;HIC;2021;5;15_64;;
San Marino;SMR;EUR;HIC;2021;10;5_14;;
San Marino;SMR;EUR;HIC;2021;12;0_4;;
San Marino;SMR;EUR;HIC;2021;4;5_14;;
San Marino;SMR;EUR;HIC;2021;10;0_4;;
San Marino;SMR;EUR;HIC;2021;11;65+;;
San Marino;SMR;EUR;HIC;2021;4;0_4;;
San Marino;SMR;EUR;HIC;2021;8;15_64;;
San Marino;SMR;EUR;HIC;2021;12;15_64;;
San Marino;SMR;EUR;HIC;2021;8;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;10;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;4;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;2;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;11;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;6;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;7;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;3;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;12;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;7;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;8;15_64;;
Svalbard and Jan Mayen;SJM;EUR;;2021;5;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;3;5_14;;
San Marino;SMR;EUR;HIC;2021;9;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;8;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;8;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;3;65+;;
San Marino;SMR;EUR;HIC;2021;9;5_14;;
Svalbard and Jan Mayen;SJM;EUR;;2021;9;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;9;15_64;;
San Marino;SMR;EUR;HIC;2021;8;65+;;
Svalbard and Jan Mayen;SJM;EUR;;2021;12;65+;;
Turks and Caicos Islands;TCA;AMR;HIC;2021;3;65+;2;
Svalbard and Jan Mayen;SJM;EUR;;2021;12;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;8;0_4;;
Sweden;SWE;EUR;HIC;2021;12;15_64;34;
Sweden;SWE;EUR;HIC;2021;5;15_64;79;
Sweden;SWE;EUR;HIC;2021;4;5_14;0;
Sweden;SWE;EUR;HIC;2021;12;5_14;0;
Sweden;SWE;EUR;HIC;2021;7;15_64;3;
Sweden;SWE;EUR;HIC;2021;5;5_14;0;
Sweden;SWE;EUR;HIC;2021;7;65+;9;
Sweden;SWE;EUR;HIC;2021;5;65+;254;
Sweden;SWE;EUR;HIC;2021;2;15_64;52;
Sweden;SWE;EUR;HIC;2021;9;0_4;0;
Sweden;SWE;EUR;HIC;2021;6;65+;69;
Sweden;SWE;EUR;HIC;2021;2;5_14;0;
Sweden;SWE;EUR;HIC;2021;9;5_14;0;
Sweden;SWE;EUR;HIC;2021;8;15_64;10;
Sweden;SWE;EUR;HIC;2021;3;0_4;0;
Sweden;SWE;EUR;HIC;2021;10;0_4;0;
Sweden;SWE;EUR;HIC;2021;8;5_14;0;
Sweden;SWE;EUR;HIC;2021;4;0_4;0;
Sweden;SWE;EUR;HIC;2021;5;0_4;2;
Sweden;SWE;EUR;HIC;2021;11;5_14;0;
Sweden;SWE;EUR;HIC;2021;3;65+;590;
Tuvalu;TUV;WPR;UMC;2021;4;65+;;
Tuvalu;TUV;WPR;UMC;2021;7;0_4;;
Tuvalu;TUV;WPR;UMC;2021;3;0_4;;
Tuvalu;TUV;WPR;UMC;2021;3;65+;;
Tuvalu;TUV;WPR;UMC;2021;1;0_4;;
Tuvalu;TUV;WPR;UMC;2021;2;5_14;;
Tuvalu;TUV;WPR;UMC;2021;2;65+;;
Tuvalu;TUV;WPR;UMC;2021;2;0_4;;
Sweden;SWE;EUR;HIC;2021;6;0_4;0;
Tuvalu;TUV;WPR;UMC;2021;1;65+;;
Tuvalu;TUV;WPR;UMC;2021;1;15_64;;
Sweden;SWE;EUR;HIC;2021;1;65+;2053;
Sweden;SWE;EUR;HIC;2021;3;5_14;1;
Sweden;SWE;EUR;HIC;2021;2;65+;740;
Sweden;SWE;EUR;HIC;2021;4;15_64;82;
Sweden;SWE;EUR;HIC;2021;1;0_4;0;
Sweden;SWE;EUR;HIC;2021;8;0_4;0;
Sweden;SWE;EUR;HIC;2021;4;65+;438;
Tuvalu;TUV;WPR;UMC;2021;1;5_14;;
Tuvalu;TUV;WPR;UMC;2021;3;5_14;;
Sweden;SWE;EUR;HIC;2021;10;5_14;0;
Sweden;SWE;EUR;HIC;2021;6;15_64;26;
Turks and Caicos Islands;TCA;AMR;HIC;2021;7;5_14;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;8;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;7;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;12;15_64;2;
Turks and Caicos Islands;TCA;AMR;HIC;2021;7;65+;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;6;5_14;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;11;15_64;2;
Turks and Caicos Islands;TCA;AMR;HIC;2021;6;15_64;1;
Turks and Caicos Islands;TCA;AMR;HIC;2021;6;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;10;65+;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;5;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;5;65+;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;10;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;4;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;4;65+;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;9;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;12;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;8;5_14;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;9;15_64;2;
Turks and Caicos Islands;TCA;AMR;HIC;2021;8;65+;1;
Turks and Caicos Islands;TCA;AMR;HIC;2021;9;5_14;0;
Sweden;SWE;EUR;HIC;2021;11;15_64;7;
Sweden;SWE;EUR;HIC;2021;10;15_64;5;
Sweden;SWE;EUR;HIC;2021;6;5_14;0;
Sweden;SWE;EUR;HIC;2021;11;65+;96;
Sweden;SWE;EUR;HIC;2021;12;65+;189;
Sweden;SWE;EUR;HIC;2021;7;0_4;0;
Sweden;SWE;EUR;HIC;2021;12;0_4;1;
Sweden;SWE;EUR;HIC;2021;7;5_14;0;
Sweden;SWE;EUR;HIC;2021;8;65+;35;
Sweden;SWE;EUR;HIC;2021;9;15_64;19;
Sweden;SWE;EUR;HIC;2021;9;65+;186;
Turks and Caicos Islands;TCA;AMR;HIC;2021;11;65+;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;12;5_14;0;
Sweden;SWE;EUR;HIC;2021;10;65+;125;
Turks and Caicos Islands;TCA;AMR;HIC;2021;10;15_64;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;10;5_14;0;
Sweden;SWE;EUR;HIC;2021;11;0_4;0;
Turks and Caicos Islands;TCA;AMR;HIC;2021;9;65+;2;
Turks and Caicos Islands;TCA;AMR;HIC;2021;12;65+;0;
Uganda;UGA;AFR;LIC;2021;2;65+;0;
Tuvalu;TUV;WPR;UMC;2021;7;5_14;;
Tuvalu;TUV;WPR;UMC;2021;4;0_4;;
Angola;AGO;AFR;LMC;2021;11;65+;;
Angola;AGO;AFR;LMC;2021;11;0_4;;
Angola;AGO;AFR;LMC;2021;7;65+;;
Angola;AGO;AFR;LMC;2021;3;5_14;;
Angola;AGO;AFR;LMC;2021;10;65+;;
Angola;AGO;AFR;LMC;2021;10;5_14;;
Angola;AGO;AFR;LMC;2021;6;5_14;;
Angola;AGO;AFR;LMC;2021;3;15_64;;
Angola;AGO;AFR;LMC;2021;9;15_64;;
Angola;AGO;AFR;LMC;2021;10;15_64;;
Angola;AGO;AFR;LMC;2021;6;15_64;;
Angola;AGO;AFR;LMC;2021;2;15_64;;
Angola;AGO;AFR;LMC;2021;8;15_64;;
Angola;AGO;AFR;LMC;2021;10;0_4;;
Angola;AGO;AFR;LMC;2021;5;5_14;;
Angola;AGO;AFR;LMC;2021;1;5_14;;
Angola;AGO;AFR;LMC;2021;7;15_64;;
Angola;AGO;AFR;LMC;2021;4;15_64;;
Angola;AGO;AFR;LMC;2021;8;65+;;
Angola;AGO;AFR;LMC;2021;11;15_64;;
Angola;AGO;AFR;LMC;2021;12;5_14;;
Uganda;UGA;AFR;LIC;2021;2;5_14;0;
Uganda;UGA;AFR;LIC;2021;2;0_4;0;
Svalbard and Jan Mayen;SJM;EUR;;2021;9;0_4;;
Svalbard and Jan Mayen;SJM;EUR;;2021;12;15_64;;
Republic of Korea;KOR;WPR;HIC;2021;9;0_4;;
Tuvalu;TUV;WPR;UMC;2021;11;65+;;
Tuvalu;TUV;WPR;UMC;2021;11;5_14;;
Tuvalu;TUV;WPR;UMC;2021;11;0_4;;
Angola;AGO;AFR;LMC;2021;5;15_64;;
Tuvalu;TUV;WPR;UMC;2021;10;65+;;
Angola;AGO;AFR;LMC;2021;12;15_64;;
Angola;AGO;AFR;LMC;2021;7;0_4;;
Angola;AGO;AFR;LMC;2021;12;65+;;
Angola;AGO;AFR;LMC;2021;12;0_4;;
Angola;AGO;AFR;LMC;2021;6;65+;;
Angola;AGO;AFR;LMC;2021;11;5_14;;
Angola;AGO;AFR;LMC;2021;9;65+;;
Angola;AGO;AFR;LMC;2021;5;65+;;
Tuvalu;TUV;WPR;UMC;2021;10;5_14;;
Tuvalu;TUV;WPR;UMC;2021;5;5_14;;
Angola;AGO;AFR;LMC;2021;3;65+;;
Angola;AGO;AFR;LMC;2021;6;0_4;;
Tuvalu;TUV;WPR;UMC;2021;6;65+;;
Tuvalu;TUV;WPR;UMC;2021;9;65+;;
Tuvalu;TUV;WPR;UMC;2021;3;15_64;;
Tuvalu;TUV;WPR;UMC;2021;9;0_4;;
Tuvalu;TUV;WPR;UMC;2021;6;15_64;;
Tuvalu;TUV;WPR;UMC;2021;9;15_64;;
Tuvalu;TUV;WPR;UMC;2021;2;15_64;;
Tuvalu;TUV;WPR;UMC;2021;8;65+;;
Tuvalu;TUV;WPR;UMC;2021;5;65+;;
Tuvalu;TUV;WPR;UMC;2021;8;15_64;;
Tuvalu;TUV;WPR;UMC;2021;8;5_14;;
Tuvalu;TUV;WPR;UMC;2021;5;15_64;;
Tuvalu;TUV;WPR;UMC;2021;7;15_64;;
Tuvalu;TUV;WPR;UMC;2021;8;0_4;;
Tuvalu;TUV;WPR;UMC;2021;4;5_14;;
Tuvalu;TUV;WPR;UMC;2021;6;5_14;;
Tuvalu;TUV;WPR;UMC;2021;7;65+;;
Tuvalu;TUV;WPR;UMC;2021;9;5_14;;
Tuvalu;TUV;WPR;UMC;2021;4;15_64;;
Tuvalu;TUV;WPR;UMC;2021;12;0_4;;
Tuvalu;TUV;WPR;UMC;2021;10;0_4;;
Angola;AGO;AFR;LMC;2021;4;5_14;;
Angola;AGO;AFR;LMC;2021;2;65+;;
Angola;AGO;AFR;LMC;2021;5;0_4;;
Angola;AGO;AFR;LMC;2021;4;0_4;;
Angola;AGO;AFR;LMC;2021;1;65+;;
Angola;AGO;AFR;LMC;2021;4;65+;;
Angola;AGO;AFR;LMC;2021;3;0_4;;
Sweden;SWE;EUR;HIC;2021;1;15_64;90;
Angola;AGO;AFR;LMC;2021;1;15_64;;
Sweden;SWE;EUR;HIC;2021;2;0_4;0;
Sweden;SWE;EUR;HIC;2021;3;15_64;74;
Tuvalu;TUV;WPR;UMC;2021;10;15_64;;
Tuvalu;TUV;WPR;UMC;2021;6;0_4;;
Tuvalu;TUV;WPR;UMC;2021;12;65+;;
Tuvalu;TUV;WPR;UMC;2021;11;15_64;;
Tuvalu;TUV;WPR;UMC;2021;12;5_14;;
Tuvalu;TUV;WPR;UMC;2021;5;0_4;;
Tuvalu;TUV;WPR;UMC;2021;12;15_64;;
Sweden;SWE;EUR;HIC;2021;1;5_14;1;
Ukraine;UKR;EUR;UMC;2021;3;0_4;4;
Turkey;TUR;EUR;UMC;2021;9;0_4;0;
Turkey;TUR;EUR;UMC;2021;7;5_14;0;
Tokelau;TKL;WPR;;2021;12;0_4;;
Tokelau;TKL;WPR;;2021;3;5_14;;
Tokelau;TKL;WPR;;2021;7;0_4;;
Tokelau;TKL;WPR;;2021;10;0_4;;
Tokelau;TKL;WPR;;2021;11;15_64;;
Tokelau;TKL;WPR;;2021;3;0_4;;
Tokelau;TKL;WPR;;2021;4;65+;;
Tokelau;TKL;WPR;;2021;9;65+;;
Tokelau;TKL;WPR;;2021;10;15_64;;
Tokelau;TKL;WPR;;2021;2;5_14;;
Tokelau;TKL;WPR;;2021;4;15_64;;
Tokelau;TKL;WPR;;2021;8;65+;;
Tokelau;TKL;WPR;;2021;6;65+;;
Tokelau;TKL;WPR;;2021;2;0_4;;
Tokelau;TKL;WPR;;2021;3;15_64;;
Tokelau;TKL;WPR;;2021;6;15_64;;
Tokelau;TKL;WPR;;2021;6;5_14;;
Tokelau;TKL;WPR;;2021;10;5_14;;
Tokelau;TKL;WPR;;2021;7;5_14;;
Tokelau;TKL;WPR;;2021;3;65+;;
Tokelau;TKL;WPR;;2021;12;65+;;
Argentina;ARG;AMR;UMC;2021;4;65+;7998;
Tokelau;TKL;WPR;;2021;9;5_14;;
Tokelau;TKL;WPR;;2021;9;15_64;;
Tokelau;TKL;WPR;;2021;8;5_14;;
Argentina;ARG;AMR;UMC;2021;6;5_14;14;
Tokelau;TKL;WPR;;2021;8;15_64;;
Argentina;ARG;AMR;UMC;2021;9;5_14;0;
Tokelau;TKL;WPR;;2021;7;65+;;
Tokelau;TKL;WPR;;2021;1;65+;;
Argentina;ARG;AMR;UMC;2021;5;0_4;10;
Tokelau;TKL;WPR;;2021;12;5_14;;
Tokelau;TKL;WPR;;2021;12;15_64;;
Tokelau;TKL;WPR;;2021;4;5_14;;
Tokelau;TKL;WPR;;2021;9;0_4;;
